scenario,case,sa,metric,statistic,mean,mc_ci95_low,mc_ci95_high,n_samples
evidence_tradeoff,A,0.4,recovery_rapidity_90,mean_top3_jaccard,0.9999666666666668,1.0,1.0,10000
evidence_tradeoff,A,0.6,recovery_rapidity_90,mean_top3_jaccard,0.9553666666666666,0.6666666666666666,1.0,10000
evidence_tradeoff,A,0.8,recovery_rapidity_90,mean_top3_jaccard,0.8085666666666667,0.6666666666666666,0.8333333333333334,10000
evidence_tradeoff,A,1.0,recovery_rapidity_90,mean_top3_jaccard,0.6020399999999999,0.5,1.0,10000
evidence_tradeoff,A,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,A,0.4,recovery_rapidity_90,mean_kendall_tau,0.97072,0.8666666666666667,1.0,10000
evidence_tradeoff,A,0.6,recovery_rapidity_90,mean_kendall_tau,0.8684755555555556,0.6,0.9111111111111111,10000
evidence_tradeoff,A,0.8,recovery_rapidity_90,mean_kendall_tau,0.7227422222222223,0.6,0.8222222222222223,10000
evidence_tradeoff,A,1.0,recovery_rapidity_90,mean_kendall_tau,0.6062977777777777,0.5111111111111111,1.0,10000
evidence_tradeoff,A,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,A,0.4,recovery_rapidity_90,mean_spearman_rho,0.9874438095238096,0.9428571428571427,1.0,10000
evidence_tradeoff,A,0.6,recovery_rapidity_90,mean_spearman_rho,0.9307238095238095,0.7333333333333334,0.9619047619047619,10000
evidence_tradeoff,A,0.8,recovery_rapidity_90,mean_spearman_rho,0.8124419047619047,0.6571428571428571,0.8666666666666667,10000
evidence_tradeoff,A,1.0,recovery_rapidity_90,mean_spearman_rho,0.7024685714285716,0.6190476190476192,1.0,10000
evidence_tradeoff,B,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.2,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.6,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.8,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.2,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.6,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.8,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.2,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.6,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.8,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.6,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.8,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,1.0,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.2,functionality_day_30,pairwise_reversal_rate,0.0012655555555555556,0.0,0.03333333333333333,10000
evidence_tradeoff,B,0.4,functionality_day_30,pairwise_reversal_rate,0.0007577777777777778,0.0,0.0,10000
evidence_tradeoff,B,0.6,functionality_day_30,pairwise_reversal_rate,0.002292222222222222,0.0,0.03333333333333333,10000
evidence_tradeoff,B,0.8,functionality_day_30,pairwise_reversal_rate,0.007497777777777778,0.0,0.1,10000
evidence_tradeoff,B,1.0,functionality_day_30,pairwise_reversal_rate,0.016462222222222222,0.0,0.2,10000
evidence_tradeoff,B,0.2,functionality_day_30,mean_top3_jaccard,0.9996666666666666,1.0,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_30,mean_top3_jaccard,0.9993333333333334,1.0,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_30,mean_top3_jaccard,0.9979766666666666,1.0,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_30,mean_top3_jaccard,0.99282,0.8333333333333334,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_30,mean_top3_jaccard,0.9832966666666667,0.8333333333333334,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_30,mean_kendall_tau,0.9972311111111111,0.9555555555555556,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_30,mean_kendall_tau,0.9982044444444443,1.0,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_30,mean_kendall_tau,0.9957111111111113,0.9555555555555556,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_30,mean_kendall_tau,0.987537777777778,0.8666666666666667,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_30,mean_kendall_tau,0.9738488888888889,0.6888888888888888,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_30,mean_spearman_rho,0.9987180952380953,0.980952380952381,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_30,mean_spearman_rho,0.9990419047619047,1.0,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_30,mean_spearman_rho,0.9973580952380953,0.980952380952381,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_30,mean_spearman_rho,0.9917123809523809,0.8857142857142857,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_30,mean_spearman_rho,0.9813866666666666,0.7333333333333334,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.6,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.8,functionality_day_90,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
evidence_tradeoff,B,1.0,functionality_day_90,top1_change_rate,0.2222222222222222,0.0,0.3333333333333333,10000
evidence_tradeoff,B,0.2,functionality_day_90,pairwise_reversal_rate,0.006152222222222222,0.0,0.07777777777777778,10000
evidence_tradeoff,B,0.4,functionality_day_90,pairwise_reversal_rate,0.013173333333333336,0.0,0.1111111111111111,10000
evidence_tradeoff,B,0.6,functionality_day_90,pairwise_reversal_rate,0.030990000000000004,0.0,0.18888888888888888,10000
evidence_tradeoff,B,0.8,functionality_day_90,pairwise_reversal_rate,0.05772888888888888,0.0,0.24444444444444444,10000
evidence_tradeoff,B,1.0,functionality_day_90,pairwise_reversal_rate,0.09263222222222221,0.0,0.2777777777777778,10000
evidence_tradeoff,B,0.2,functionality_day_90,mean_top3_jaccard,0.9882166666666666,0.8333333333333334,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_90,mean_top3_jaccard,0.9723333333333334,0.5,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_90,mean_top3_jaccard,0.9482200000000001,0.5,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_90,mean_top3_jaccard,0.9250533333333333,0.39999999999999997,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_90,mean_top3_jaccard,0.89133,0.39999999999999997,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_90,mean_kendall_tau,0.9819333333333332,0.7777777777777778,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_90,mean_kendall_tau,0.9602844444444445,0.6000000000000001,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_90,mean_kendall_tau,0.9282711111111112,0.5111111111111111,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_90,mean_kendall_tau,0.8865066666666668,0.4222222222222222,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_90,mean_kendall_tau,0.8367777777777777,0.4222222222222222,1.0,10000
evidence_tradeoff,B,0.2,functionality_day_90,mean_spearman_rho,0.9899257142857143,0.8666666666666666,1.0,10000
evidence_tradeoff,B,0.4,functionality_day_90,mean_spearman_rho,0.9756438095238096,0.7523809523809524,1.0,10000
evidence_tradeoff,B,0.6,functionality_day_90,mean_spearman_rho,0.9501066666666665,0.6000000000000001,1.0,10000
evidence_tradeoff,B,0.8,functionality_day_90,mean_spearman_rho,0.9162952380952379,0.5238095238095238,1.0,10000
evidence_tradeoff,B,1.0,functionality_day_90,mean_spearman_rho,0.8751485714285713,0.5047619047619047,1.0,10000
evidence_tradeoff,B,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,recovery_rapidity_90,top1_change_rate,0.2222222222222222,0.0,0.6666666666666666,10000
evidence_tradeoff,B,0.6,recovery_rapidity_90,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
evidence_tradeoff,B,0.8,recovery_rapidity_90,top1_change_rate,0.5555555555555555,0.0416666666666667,0.9583333333333334,10000
evidence_tradeoff,B,1.0,recovery_rapidity_90,top1_change_rate,0.49999999999999994,0.0416666666666667,0.9583333333333334,10000
evidence_tradeoff,B,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
evidence_tradeoff,B,0.4,recovery_rapidity_90,pairwise_reversal_rate,0.02853333333333333,0.0,0.06666666666666667,10000
evidence_tradeoff,B,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.06068666666666667,0.03333333333333333,0.16666666666666666,10000
evidence_tradeoff,B,0.8,recovery_rapidity_90,pairwise_reversal_rate,0.22956888888888888,0.17777777777777778,0.3111111111111111,10000
evidence_tradeoff,B,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.25205999999999995,0.13333333333333333,0.2777777777777778,10000
evidence_tradeoff,B,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.6,recovery_rapidity_90,mean_top3_jaccard,0.98075,0.8333333333333334,1.0,10000
evidence_tradeoff,B,0.8,recovery_rapidity_90,mean_top3_jaccard,0.6513333333333333,0.5,0.8333333333333334,10000
evidence_tradeoff,B,1.0,recovery_rapidity_90,mean_top3_jaccard,0.76318,0.7333333333333334,0.8333333333333334,10000
evidence_tradeoff,B,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,recovery_rapidity_90,mean_kendall_tau,0.9377333333333334,0.8222222222222223,1.0,10000
evidence_tradeoff,B,0.6,recovery_rapidity_90,mean_kendall_tau,0.9151822222222223,0.7777777777777778,0.9555555555555556,10000
evidence_tradeoff,B,0.8,recovery_rapidity_90,mean_kendall_tau,0.6377244444444446,0.5555555555555556,0.7333333333333334,10000
evidence_tradeoff,B,1.0,recovery_rapidity_90,mean_kendall_tau,0.6366488888888888,0.6,0.8222222222222223,10000
evidence_tradeoff,B,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
evidence_tradeoff,B,0.4,recovery_rapidity_90,mean_spearman_rho,0.9716628571428573,0.9047619047619048,1.0,10000
evidence_tradeoff,B,0.6,recovery_rapidity_90,mean_spearman_rho,0.9609580952380953,0.8857142857142857,0.980952380952381,10000
evidence_tradeoff,B,0.8,recovery_rapidity_90,mean_spearman_rho,0.7591828571428572,0.638095238095238,0.8285714285714286,10000
evidence_tradeoff,B,1.0,recovery_rapidity_90,mean_spearman_rho,0.7070666666666668,0.6761904761904761,0.8666666666666667,10000
boundary_tradeoff,A,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.2,resilience_index,pairwise_reversal_rate,0.0003377777777777777,0.0,0.0,10000
boundary_tradeoff,A,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.6,resilience_index,pairwise_reversal_rate,0.0011733333333333335,0.0,0.03333333333333333,10000
boundary_tradeoff,A,0.8,resilience_index,pairwise_reversal_rate,1.3333333333333333e-05,0.0,0.0,10000
boundary_tradeoff,A,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.2,resilience_index,mean_kendall_tau,0.9991466666666667,1.0,1.0,10000
boundary_tradeoff,A,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.6,resilience_index,mean_kendall_tau,0.9970222222222223,0.9555555555555556,1.0,10000
boundary_tradeoff,A,0.8,resilience_index,mean_kendall_tau,0.9999733333333334,1.0,1.0,10000
boundary_tradeoff,A,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.2,resilience_index,mean_spearman_rho,0.9996342857142858,1.0,1.0,10000
boundary_tradeoff,A,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.6,resilience_index,mean_spearman_rho,0.9987238095238096,0.980952380952381,1.0,10000
boundary_tradeoff,A,0.8,resilience_index,mean_spearman_rho,0.9999885714285716,1.0,1.0,10000
boundary_tradeoff,A,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_30,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
boundary_tradeoff,A,0.4,functionality_day_30,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
boundary_tradeoff,A,0.6,functionality_day_30,top1_change_rate,0.16666666666666666,0.0,0.3333333333333333,10000
boundary_tradeoff,A,0.8,functionality_day_30,top1_change_rate,0.16666666666666666,0.0,0.3333333333333333,10000
boundary_tradeoff,A,1.0,functionality_day_30,top1_change_rate,0.2222222222222222,0.0,0.625,10000
boundary_tradeoff,A,0.2,functionality_day_30,pairwise_reversal_rate,0.026351111111111106,0.0,0.07777777777777778,10000
boundary_tradeoff,A,0.4,functionality_day_30,pairwise_reversal_rate,0.03205111111111111,0.0,0.07777777777777778,10000
boundary_tradeoff,A,0.6,functionality_day_30,pairwise_reversal_rate,0.039501111111111105,0.0,0.1,10000
boundary_tradeoff,A,0.8,functionality_day_30,pairwise_reversal_rate,0.04745222222222222,0.0,0.16666666666666666,10000
boundary_tradeoff,A,1.0,functionality_day_30,pairwise_reversal_rate,0.05723666666666666,0.0,0.23333333333333334,10000
boundary_tradeoff,A,0.2,functionality_day_30,mean_top3_jaccard,0.9963333333333334,1.0,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_30,mean_top3_jaccard,0.9959166666666668,1.0,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_30,mean_top3_jaccard,0.9913033333333333,0.8333333333333334,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_30,mean_top3_jaccard,0.9837,0.8333333333333334,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_30,mean_top3_jaccard,0.9774266666666667,0.7333333333333334,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_30,mean_kendall_tau,0.9540533333333333,0.8222222222222223,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_30,mean_kendall_tau,0.948568888888889,0.8666666666666667,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_30,mean_kendall_tau,0.9403333333333334,0.8666666666666667,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_30,mean_kendall_tau,0.9303422222222223,0.7333333333333334,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_30,mean_kendall_tau,0.916937777777778,0.6444444444444445,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_30,mean_spearman_rho,0.9787600000000001,0.9047619047619048,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_30,mean_spearman_rho,0.9743123809523809,0.9238095238095237,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_30,mean_spearman_rho,0.9692552380952382,0.9238095238095237,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_30,mean_spearman_rho,0.9627942857142858,0.7904761904761904,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_30,mean_spearman_rho,0.9529295238095239,0.6952380952380953,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.4,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.6,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.8,functionality_day_90,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
boundary_tradeoff,A,1.0,functionality_day_90,top1_change_rate,0.2222222222222222,0.0,0.3333333333333333,10000
boundary_tradeoff,A,0.2,functionality_day_90,pairwise_reversal_rate,0.01988111111111111,0.0,0.07777777777777778,10000
boundary_tradeoff,A,0.4,functionality_day_90,pairwise_reversal_rate,0.028727777777777776,0.0,0.13333333333333333,10000
boundary_tradeoff,A,0.6,functionality_day_90,pairwise_reversal_rate,0.03986111111111111,0.0,0.18888888888888888,10000
boundary_tradeoff,A,0.8,functionality_day_90,pairwise_reversal_rate,0.05509,0.0,0.23333333333333334,10000
boundary_tradeoff,A,1.0,functionality_day_90,pairwise_reversal_rate,0.07898555555555554,0.0,0.24444444444444444,10000
boundary_tradeoff,A,0.2,functionality_day_90,mean_top3_jaccard,0.9864166666666668,0.6666666666666666,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_90,mean_top3_jaccard,0.97029,0.5,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_90,mean_top3_jaccard,0.9542700000000001,0.5,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_90,mean_top3_jaccard,0.9406666666666668,0.39999999999999997,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_90,mean_top3_jaccard,0.9159233333333333,0.39999999999999997,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_90,mean_kendall_tau,0.9573466666666667,0.7777777777777778,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_90,mean_kendall_tau,0.9348044444444445,0.6000000000000001,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_90,mean_kendall_tau,0.9149911111111112,0.5111111111111112,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_90,mean_kendall_tau,0.8923422222222224,0.46666666666666673,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_90,mean_kendall_tau,0.8597022222222221,0.4666666666666666,1.0,10000
boundary_tradeoff,A,0.2,functionality_day_90,mean_spearman_rho,0.9784952380952382,0.8666666666666666,1.0,10000
boundary_tradeoff,A,0.4,functionality_day_90,mean_spearman_rho,0.9624819047619049,0.7333333333333334,1.0,10000
boundary_tradeoff,A,0.6,functionality_day_90,mean_spearman_rho,0.946255238095238,0.6380952380952382,1.0,10000
boundary_tradeoff,A,0.8,functionality_day_90,mean_spearman_rho,0.9276323809523809,0.580952380952381,1.0,10000
boundary_tradeoff,A,1.0,functionality_day_90,mean_spearman_rho,0.9006990476190476,0.580952380952381,1.0,10000
boundary_tradeoff,A,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.4,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.6,recovery_rapidity_90,top1_change_rate,0.3333333333333333,0.0,0.6666666666666666,10000
boundary_tradeoff,A,0.8,recovery_rapidity_90,top1_change_rate,0.611111111111111,0.0416666666666667,1.0,10000
boundary_tradeoff,A,1.0,recovery_rapidity_90,top1_change_rate,0.7222222222222222,0.0416666666666667,1.0,10000
boundary_tradeoff,A,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,A,0.4,recovery_rapidity_90,pairwise_reversal_rate,0.006414444444444445,0.0,0.044444444444444446,10000
boundary_tradeoff,A,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.09601222222222222,0.044444444444444446,0.25555555555555554,10000
boundary_tradeoff,A,0.8,recovery_rapidity_90,pairwise_reversal_rate,0.19319666666666668,0.12222222222222222,0.2777777777777778,10000
boundary_tradeoff,A,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.24305222222222223,0.0,0.3,10000
boundary_tradeoff,A,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.4,recovery_rapidity_90,mean_top3_jaccard,0.9999666666666668,1.0,1.0,10000
boundary_tradeoff,A,0.6,recovery_rapidity_90,mean_top3_jaccard,0.9553666666666666,0.6666666666666666,1.0,10000
boundary_tradeoff,A,0.8,recovery_rapidity_90,mean_top3_jaccard,0.8085666666666667,0.6666666666666666,0.8333333333333334,10000
boundary_tradeoff,A,1.0,recovery_rapidity_90,mean_top3_jaccard,0.6020399999999999,0.5,1.0,10000
boundary_tradeoff,A,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.4,recovery_rapidity_90,mean_kendall_tau,0.9895955555555557,0.9111111111111111,1.0,10000
boundary_tradeoff,A,0.6,recovery_rapidity_90,mean_kendall_tau,0.8373911111111112,0.6,0.9111111111111111,10000
boundary_tradeoff,A,0.8,recovery_rapidity_90,mean_kendall_tau,0.7054711111111112,0.6,0.8222222222222223,10000
boundary_tradeoff,A,1.0,recovery_rapidity_90,mean_kendall_tau,0.6062977777777777,0.5111111111111111,1.0,10000
boundary_tradeoff,A,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,A,0.4,recovery_rapidity_90,mean_spearman_rho,0.9955371428571429,0.9619047619047619,1.0,10000
boundary_tradeoff,A,0.6,recovery_rapidity_90,mean_spearman_rho,0.9174342857142858,0.7333333333333334,0.9619047619047619,10000
boundary_tradeoff,A,0.8,recovery_rapidity_90,mean_spearman_rho,0.80504,0.6571428571428571,0.8666666666666667,10000
boundary_tradeoff,A,1.0,recovery_rapidity_90,mean_spearman_rho,0.7024685714285716,0.6190476190476192,1.0,10000
boundary_tradeoff,B,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.2,resilience_index,pairwise_reversal_rate,2e-05,0.0,0.0,10000
boundary_tradeoff,B,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.6,resilience_index,pairwise_reversal_rate,8.333333333333333e-05,0.0,0.0,10000
boundary_tradeoff,B,0.8,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
boundary_tradeoff,B,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,B,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.2,resilience_index,mean_kendall_tau,0.99992,1.0,1.0,10000
boundary_tradeoff,B,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.6,resilience_index,mean_kendall_tau,0.9997555555555555,1.0,1.0,10000
boundary_tradeoff,B,0.8,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,B,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.2,resilience_index,mean_spearman_rho,0.9999657142857145,1.0,1.0,10000
boundary_tradeoff,B,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.6,resilience_index,mean_spearman_rho,0.9998952380952382,1.0,1.0,10000
boundary_tradeoff,B,0.8,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,B,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
boundary_tradeoff,B,0.2,functionality_day_30,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
boundary_tradeoff,B,0.4,functionality_day_30,top1_change_rate,0.1111111111111111,0.0,0.3333333333333333,10000
boundary_tradeoff,B,0.6,functionality_day_30,top1_change_rate,0.16666666666666666,0.0,0.3333333333333333,10000
boundary_tradeoff,B,0.8,functionality_day_30,top1_change_rate,0.16666666666666666,0.0,0.3333333333333333,10000
boundary_tradeoff,B,1.0,functionality_day_30,top1_change_rate,0.16666666666666666,0.0,0.3333333333333333,10000
boundary_tradeoff,B,0.2,functionality_day_30,pairwise_reversal_rate,0.027554444444444437,0.0,0.07777777777777778,10000
boundary_tradeoff,B,0.4,functionality_day_30,pairwise_reversal_rate,0.03372777777777778,0.0,0.07777777777777778,10000
boundary_tradeoff,B,0.6,functionality_day_30,pairwise_reversal_rate,0.04113666666666667,0.0,0.07777777777777778,10000
boundary_tradeoff,B,0.8,functionality_day_30,pairwise_reversal_rate,0.05019777777777778,0.0,0.1,10000
boundary_tradeoff,B,1.0,functionality_day_30,pairwise_reversal_rate,0.06096777777777777,0.03333333333333333,0.2,10000
boundary_tradeoff,B,0.2,functionality_day_30,mean_top3_jaccard,0.9963166666666666,1.0,1.0,10000
boundary_tradeoff,B,0.4,functionality_day_30,mean_top3_jaccard,0.9959833333333332,1.0,1.0,10000
