scenario,cost_form,alpha_scenario,alpha,theta_f,candidate,capacity,speed_multiplier,mean_loss_days,cost_index,pareto_frontier,engineering_action_candidate,pareto_actionable,equivalent_group
evidence_tradeoff,linear,independent,0.0,2.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,linear,independent,0.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,independent,0.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,independent,0.0,2.0,F_fast,0.5,0.1,2.637711593729574,2.0,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,0.5,L0,0.0,1.0,43.52602158068175,0.875,False,False,False,G1
evidence_tradeoff,linear,moderate,0.5,0.5,L1,0.25,1.15,38.83044962497387,0.925,False,True,False,G2
evidence_tradeoff,linear,moderate,0.5,0.5,L2,0.5,1.3,32.15913884757574,0.975,False,True,False,G3
evidence_tradeoff,linear,moderate,0.5,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
evidence_tradeoff,linear,moderate,0.5,0.5,F_fast,0.5,0.1,2.637711593729574,0.7875,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,0.8,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
evidence_tradeoff,linear,moderate,0.5,0.8,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
evidence_tradeoff,linear,moderate,0.5,0.8,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
evidence_tradeoff,linear,moderate,0.5,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,moderate,0.5,0.8,F_fast,0.5,0.1,2.637711593729574,1.26,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,1.0,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
evidence_tradeoff,linear,moderate,0.5,1.0,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
evidence_tradeoff,linear,moderate,0.5,1.0,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
evidence_tradeoff,linear,moderate,0.5,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,moderate,0.5,1.0,F_fast,0.5,0.1,2.637711593729574,1.575,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,1.25,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
evidence_tradeoff,linear,moderate,0.5,1.25,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
evidence_tradeoff,linear,moderate,0.5,1.25,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
evidence_tradeoff,linear,moderate,0.5,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,moderate,0.5,1.25,F_fast,0.5,0.1,2.637711593729574,1.96875,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,1.5,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
evidence_tradeoff,linear,moderate,0.5,1.5,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
evidence_tradeoff,linear,moderate,0.5,1.5,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
evidence_tradeoff,linear,moderate,0.5,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,moderate,0.5,1.5,F_fast,0.5,0.1,2.637711593729574,2.3625,True,True,True,G6
evidence_tradeoff,linear,moderate,0.5,2.0,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
evidence_tradeoff,linear,moderate,0.5,2.0,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
evidence_tradeoff,linear,moderate,0.5,2.0,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
evidence_tradeoff,linear,moderate,0.5,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,moderate,0.5,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,moderate,0.5,2.0,F_fast,0.5,0.1,2.637711593729574,3.15,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,0.5,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,0.5,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,0.5,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,0.5,F_fast,0.5,0.1,2.637711593729574,1.075,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,0.8,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,0.8,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,0.8,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,0.8,F_fast,0.5,0.1,2.637711593729574,1.72,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,1.0,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,1.0,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,1.0,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,1.0,F_fast,0.5,0.1,2.637711593729574,2.15,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,1.25,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,1.25,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,1.25,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,1.25,F_fast,0.5,0.1,2.637711593729574,2.6875,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,1.5,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,1.5,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,1.5,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,1.5,F_fast,0.5,0.1,2.637711593729574,3.2249999999999996,True,True,True,G6
evidence_tradeoff,linear,strong,1.0,2.0,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
evidence_tradeoff,linear,strong,1.0,2.0,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
evidence_tradeoff,linear,strong,1.0,2.0,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
evidence_tradeoff,linear,strong,1.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,linear,strong,1.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,linear,strong,1.0,2.0,F_fast,0.5,0.1,2.637711593729574,4.3,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,0.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,0.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,0.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
evidence_tradeoff,exponential,independent,0.0,0.5,F_fast,0.5,0.1,2.637711593729574,0.5,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,0.8,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,0.8,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,0.8,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
evidence_tradeoff,exponential,independent,0.0,0.8,F_fast,0.5,0.1,2.637711593729574,0.8,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,1.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,1.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,1.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
evidence_tradeoff,exponential,independent,0.0,1.0,F_fast,0.5,0.1,2.637711593729574,1.0,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,1.25,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,1.25,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,1.25,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,independent,0.0,1.25,F_fast,0.5,0.1,2.637711593729574,1.25,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,1.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,1.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,1.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,independent,0.0,1.5,F_fast,0.5,0.1,2.637711593729574,1.5,True,True,True,G6
evidence_tradeoff,exponential,independent,0.0,2.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
evidence_tradeoff,exponential,independent,0.0,2.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
evidence_tradeoff,exponential,independent,0.0,2.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
evidence_tradeoff,exponential,independent,0.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,independent,0.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,independent,0.0,2.0,F_fast,0.5,0.1,2.637711593729574,2.0,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,0.5,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,0.5,L1,0.25,1.15,38.83044962497387,0.927743486328553,False,True,False,G2
evidence_tradeoff,exponential,moderate,0.5,0.5,L2,0.5,1.3,32.15913884757574,0.9753099120283326,False,True,False,G3
evidence_tradeoff,exponential,moderate,0.5,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
evidence_tradeoff,exponential,moderate,0.5,0.5,F_fast,0.5,0.1,2.637711593729574,0.8885652634570191,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,0.8,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,0.8,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
evidence_tradeoff,exponential,moderate,0.5,0.8,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
evidence_tradeoff,exponential,moderate,0.5,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,moderate,0.5,0.8,F_fast,0.5,0.1,2.637711593729574,1.4217044215312307,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,1.0,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,1.0,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
evidence_tradeoff,exponential,moderate,0.5,1.0,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
evidence_tradeoff,exponential,moderate,0.5,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,moderate,0.5,1.0,F_fast,0.5,0.1,2.637711593729574,1.7771305269140383,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,1.25,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,1.25,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
evidence_tradeoff,exponential,moderate,0.5,1.25,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
evidence_tradeoff,exponential,moderate,0.5,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,moderate,0.5,1.25,F_fast,0.5,0.1,2.637711593729574,2.221413158642548,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,1.5,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,1.5,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
evidence_tradeoff,exponential,moderate,0.5,1.5,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
evidence_tradeoff,exponential,moderate,0.5,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,moderate,0.5,1.5,F_fast,0.5,0.1,2.637711593729574,2.6656957903710574,True,True,True,G6
evidence_tradeoff,exponential,moderate,0.5,2.0,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
evidence_tradeoff,exponential,moderate,0.5,2.0,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
evidence_tradeoff,exponential,moderate,0.5,2.0,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
evidence_tradeoff,exponential,moderate,0.5,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,moderate,0.5,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,moderate,0.5,2.0,F_fast,0.5,0.1,2.637711593729574,3.5542610538280766,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,0.5,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,0.5,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,0.5,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,0.5,F_fast,0.5,0.1,2.637711593729574,1.5790964548448836,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,0.8,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,0.8,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,0.8,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,0.8,F_fast,0.5,0.1,2.637711593729574,2.526554327751814,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,1.0,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,1.0,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,1.0,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,1.0,F_fast,0.5,0.1,2.637711593729574,3.158192909689767,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,1.25,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,1.25,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,1.25,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,1.25,F_fast,0.5,0.1,2.637711593729574,3.947741137112209,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,1.5,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,1.5,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,1.5,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,1.5,F_fast,0.5,0.1,2.637711593729574,4.737289364534651,True,True,True,G6
evidence_tradeoff,exponential,strong,1.0,2.0,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
evidence_tradeoff,exponential,strong,1.0,2.0,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
evidence_tradeoff,exponential,strong,1.0,2.0,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
evidence_tradeoff,exponential,strong,1.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
evidence_tradeoff,exponential,strong,1.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
evidence_tradeoff,exponential,strong,1.0,2.0,F_fast,0.5,0.1,2.637711593729574,6.316385819379534,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,0.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,0.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,0.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,linear,independent,0.0,0.5,F_fast,0.5,0.5,12.506280876982748,0.5,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,0.8,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,0.8,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,0.8,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,linear,independent,0.0,0.8,F_fast,0.5,0.5,12.506280876982748,0.8,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,1.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,1.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,1.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,linear,independent,0.0,1.0,F_fast,0.5,0.5,12.506280876982748,1.0,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,1.25,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,1.25,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,1.25,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,independent,0.0,1.25,F_fast,0.5,0.5,12.506280876982748,1.25,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,1.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,1.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,1.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,independent,0.0,1.5,F_fast,0.5,0.5,12.506280876982748,1.5,True,True,True,G6
boundary_tradeoff,linear,independent,0.0,2.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,linear,independent,0.0,2.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,linear,independent,0.0,2.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,linear,independent,0.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,independent,0.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,independent,0.0,2.0,F_fast,0.5,0.5,12.506280876982748,2.0,True,True,True,G6
boundary_tradeoff,linear,moderate,0.5,0.5,L0,0.0,1.0,43.52602158068175,0.875,False,False,False,G1
boundary_tradeoff,linear,moderate,0.5,0.5,L1,0.25,1.15,38.83044962497387,0.925,False,True,False,G2
boundary_tradeoff,linear,moderate,0.5,0.5,L2,0.5,1.3,32.15913884757574,0.975,False,True,False,G3
boundary_tradeoff,linear,moderate,0.5,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,linear,moderate,0.5,0.5,F_fast,0.5,0.5,12.506280876982748,0.6875,True,True,True,G6
boundary_tradeoff,linear,moderate,0.5,0.8,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
boundary_tradeoff,linear,moderate,0.5,0.8,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
boundary_tradeoff,linear,moderate,0.5,0.8,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
boundary_tradeoff,linear,moderate,0.5,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,moderate,0.5,0.8,F_fast,0.5,0.5,12.506280876982748,1.1,True,True,True,G6
boundary_tradeoff,linear,moderate,0.5,1.0,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
boundary_tradeoff,linear,moderate,0.5,1.0,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
boundary_tradeoff,linear,moderate,0.5,1.0,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
boundary_tradeoff,linear,moderate,0.5,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,moderate,0.5,1.0,F_fast,0.5,0.5,12.506280876982748,1.375,True,True,True,G6
