case,recovery_scenario,sa,metric,statistic,mean,mc_ci95_low,mc_ci95_high,n_mc_samples
B,aligned_capacity_recovery,1.0,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_30,pairwise_reversal_rate,0.00036833333333333336,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_30,mean_kendall_tau,0.9994866666666666,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_30,mean_spearman_rho,0.9997433333333332,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_90,pairwise_reversal_rate,1e-05,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_90,mean_kendall_tau,0.9999866666666667,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,functionality_day_90,mean_spearman_rho,0.9999933333333334,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,recovery_rapidity_90,pairwise_reversal_rate,6.500000000000001e-05,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.0002466666666666667,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_kendall_tau,0.9998600000000001,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_kendall_tau,0.9993066666666666,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_spearman_rho,0.9999300000000001,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_spearman_rho,0.9996533333333333,1.0,1.0,10000
