case,recovery_scenario,sa,metric,statistic,mean,mc_ci95_low,mc_ci95_high,n_mc_samples
A,aligned_capacity_recovery,0.6,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,functionality_day_90,mean_top3_jaccard,0.9999166666666666,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,functionality_day_90,mean_top3_jaccard,0.9971899999999999,1.0,1.0,10000
A,aligned_capacity_recovery,0.2,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.4,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.6,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,functionality_day_90,mean_kendall_tau,0.9992266666666666,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,functionality_day_90,mean_kendall_tau,0.9963933333333335,1.0,1.0,10000
A,aligned_capacity_recovery,0.2,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.4,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.6,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,functionality_day_90,mean_spearman_rho,0.9996066666666665,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,functionality_day_90,mean_spearman_rho,0.9978299999999999,1.0,1.0,10000
A,aligned_capacity_recovery,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.4,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.6,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.8,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,1.0,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.4,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
A,aligned_capacity_recovery,0.8,recovery_rapidity_90,pairwise_reversal_rate,0.0005283333333333333,0.0,0.0,10000
A,aligned_capacity_recovery,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.005123333333333333,0.0,0.11666666666666667,10000
A,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_top3_jaccard,0.9883666666666668,0.6666666666666666,1.0,10000
A,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_kendall_tau,0.9991399999999999,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_kendall_tau,0.9869466666666667,0.6666666666666666,1.0,10000
A,aligned_capacity_recovery,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.4,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.6,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
A,aligned_capacity_recovery,0.8,recovery_rapidity_90,mean_spearman_rho,0.9995700000000001,1.0,1.0,10000
A,aligned_capacity_recovery,1.0,recovery_rapidity_90,mean_spearman_rho,0.9891666666666667,0.7666666666666666,1.0,10000
B,shape_only,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.2,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.2,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.6,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.8,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.2,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.6,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.8,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.2,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.2,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,functionality_day_30,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,functionality_day_30,pairwise_reversal_rate,0.0002566666666666667,0.0,0.0,10000
B,shape_only,0.2,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_30,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.2,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_30,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_30,mean_kendall_tau,0.99936,1.0,1.0,10000
B,shape_only,0.2,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_30,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_30,mean_spearman_rho,0.9996799999999999,1.0,1.0,10000
B,shape_only,0.2,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.2,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,functionality_day_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,functionality_day_90,pairwise_reversal_rate,0.00012666666666666666,0.0,0.0,10000
B,shape_only,0.2,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.2,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_90,mean_kendall_tau,0.9996533333333333,1.0,1.0,10000
B,shape_only,0.2,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.4,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.6,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.8,functionality_day_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,1.0,functionality_day_90,mean_spearman_rho,0.9998266666666666,1.0,1.0,10000
B,shape_only,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,shape_only,1.0,recovery_rapidity_90,top1_change_rate,0.13333333333333333,0.0,0.3333333333333333,10000
B,shape_only,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.4,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,shape_only,0.8,recovery_rapidity_90,pairwise_reversal_rate,1.4999999999999999e-05,0.0,0.0,10000
B,shape_only,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.0016783333333333335,0.0,0.05,10000
B,shape_only,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.4,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.6,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,shape_only,0.8,recovery_rapidity_90,mean_top3_jaccard,0.9999833333333332,1.0,1.0,10000
B,shape_only,1.0,recovery_rapidity_90,mean_top3_jaccard,0.9999400000000002,1.0,1.0,10000
B,shape_only,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.4,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.6,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,shape_only,0.8,recovery_rapidity_90,mean_kendall_tau,0.99998,1.0,1.0,10000
B,shape_only,1.0,recovery_rapidity_90,mean_kendall_tau,0.9977266666666669,0.9333333333333332,1.0,10000
B,shape_only,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.4,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.6,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,shape_only,0.8,recovery_rapidity_90,mean_spearman_rho,0.9999866666666667,1.0,1.0,10000
B,shape_only,1.0,recovery_rapidity_90,mean_spearman_rho,0.9988466666666667,0.9666666666666667,1.0,10000
B,capacity_recovery_tradeoff,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.2,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.8,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.2,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.8,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.2,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.8,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_30,top1_change_rate,0.13333333333333333,0.0,0.3333333333333333,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_30,top1_change_rate,0.2,0.0,0.3333333333333333,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_30,pairwise_reversal_rate,0.0004066666666666667,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_30,pairwise_reversal_rate,0.0008416666666666666,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_30,pairwise_reversal_rate,0.0033366666666666666,0.0,0.05,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_30,pairwise_reversal_rate,0.010748333333333332,0.0,0.15,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_30,pairwise_reversal_rate,0.023383333333333332,0.0,0.26666666666666666,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_30,mean_top3_jaccard,0.9991166666666668,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_30,mean_top3_jaccard,0.9983833333333334,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_30,mean_top3_jaccard,0.9954299999999999,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_30,mean_top3_jaccard,0.9873233333333333,0.8333333333333334,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_30,mean_top3_jaccard,0.97551,0.7333333333333334,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_30,mean_kendall_tau,0.9988533333333333,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_30,mean_kendall_tau,0.9974466666666667,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_30,mean_kendall_tau,0.9932933333333335,0.9333333333333332,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_30,mean_kendall_tau,0.9816333333333332,0.798333333333348,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_30,mean_kendall_tau,0.9626266666666666,0.5333333333333333,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_30,mean_spearman_rho,0.9992866666666667,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_30,mean_spearman_rho,0.9982966666666667,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_30,mean_spearman_rho,0.9950566666666667,0.9666666666666667,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_30,mean_spearman_rho,0.9859633333333333,0.7999999999999999,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_30,mean_spearman_rho,0.9691733333333333,0.5666666666666668,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_90,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_90,top1_change_rate,0.7333333333333333,0.06666666666666672,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_90,top1_change_rate,0.7333333333333333,0.3666666666666667,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_90,top1_change_rate,0.4666666666666667,0.0,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_90,top1_change_rate,0.4,0.0,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_90,pairwise_reversal_rate,0.008506666666666666,0.0,0.11666666666666667,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_90,pairwise_reversal_rate,0.018093333333333333,0.0,0.16666666666666666,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_90,pairwise_reversal_rate,0.04442166666666667,0.0,0.2833333333333333,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_90,pairwise_reversal_rate,0.08375,0.0,0.36666666666666664,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_90,pairwise_reversal_rate,0.138085,0.0,0.4166666666666667,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_90,mean_top3_jaccard,0.9814833333333333,0.5,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_90,mean_top3_jaccard,0.9607366666666667,0.5,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_90,mean_top3_jaccard,0.9289700000000001,0.39999999999999997,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_90,mean_top3_jaccard,0.8887799999999999,0.39999999999999997,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_90,mean_top3_jaccard,0.8428399999999999,0.39999999999999997,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_90,mean_kendall_tau,0.9750933333333335,0.6666666666666666,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_90,mean_kendall_tau,0.9458133333333333,0.3999999999999999,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_90,mean_kendall_tau,0.8983,0.2666666666666666,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_90,mean_kendall_tau,0.8376800000000001,0.19999999999999996,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_90,mean_kendall_tau,0.75922,0.13333333333333328,1.0,10000
B,capacity_recovery_tradeoff,0.2,functionality_day_90,mean_spearman_rho,0.9839666666666667,0.7666666666666666,1.0,10000
B,capacity_recovery_tradeoff,0.4,functionality_day_90,mean_spearman_rho,0.9611833333333334,0.5666666666666668,1.0,10000
B,capacity_recovery_tradeoff,0.6,functionality_day_90,mean_spearman_rho,0.9177833333333334,0.3333333333333333,1.0,10000
B,capacity_recovery_tradeoff,0.8,functionality_day_90,mean_spearman_rho,0.8604666666666668,0.19999999999999996,1.0,10000
B,capacity_recovery_tradeoff,1.0,functionality_day_90,mean_spearman_rho,0.7850600000000001,0.16666666666666666,1.0,10000
B,capacity_recovery_tradeoff,0.2,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,recovery_rapidity_90,top1_change_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,recovery_rapidity_90,top1_change_rate,0.4666666666666666,0.03333333333333336,0.6666666666666666,10000
B,capacity_recovery_tradeoff,0.8,recovery_rapidity_90,top1_change_rate,0.6,0.3333333333333333,1.0,10000
B,capacity_recovery_tradeoff,1.0,recovery_rapidity_90,top1_change_rate,0.2,0.0,0.3333333333333333,10000
B,capacity_recovery_tradeoff,0.2,recovery_rapidity_90,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.4,recovery_rapidity_90,pairwise_reversal_rate,1e-05,0.0,0.0,10000
B,capacity_recovery_tradeoff,0.6,recovery_rapidity_90,pairwise_reversal_rate,0.07139333333333334,0.05,0.2,10000
B,capacity_recovery_tradeoff,0.8,recovery_rapidity_90,pairwise_reversal_rate,0.34383500000000006,0.26666666666666666,0.4666666666666667,10000
B,capacity_recovery_tradeoff,1.0,recovery_rapidity_90,pairwise_reversal_rate,0.3786683333333333,0.2,0.4166666666666667,10000
B,capacity_recovery_tradeoff,0.2,recovery_rapidity_90,mean_top3_jaccard,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,recovery_rapidity_90,mean_top3_jaccard,0.9999833333333332,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,recovery_rapidity_90,mean_top3_jaccard,0.97105,0.8333333333333334,1.0,10000
B,capacity_recovery_tradeoff,0.8,recovery_rapidity_90,mean_top3_jaccard,0.6559200000000001,0.5,0.8333333333333334,10000
B,capacity_recovery_tradeoff,1.0,recovery_rapidity_90,mean_top3_jaccard,0.5534,0.5,0.8333333333333334,10000
B,capacity_recovery_tradeoff,0.2,recovery_rapidity_90,mean_kendall_tau,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,recovery_rapidity_90,mean_kendall_tau,0.9999866666666667,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,recovery_rapidity_90,mean_kendall_tau,0.9018266666666667,0.7333333333333334,0.9333333333333332,10000
B,capacity_recovery_tradeoff,0.8,recovery_rapidity_90,mean_kendall_tau,0.45733999999999997,0.3333333333333333,0.6,10000
B,capacity_recovery_tradeoff,1.0,recovery_rapidity_90,mean_kendall_tau,0.45421999999999996,0.4000000000000001,0.7333333333333334,10000
B,capacity_recovery_tradeoff,0.2,recovery_rapidity_90,mean_spearman_rho,1.0,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.4,recovery_rapidity_90,mean_spearman_rho,0.9999933333333334,1.0,1.0,10000
B,capacity_recovery_tradeoff,0.6,recovery_rapidity_90,mean_spearman_rho,0.9462900000000002,0.8333333333333334,0.9666666666666667,10000
B,capacity_recovery_tradeoff,0.8,recovery_rapidity_90,mean_spearman_rho,0.5795766666666666,0.3666666666666667,0.7000000000000001,10000
B,capacity_recovery_tradeoff,1.0,recovery_rapidity_90,mean_spearman_rho,0.4867833333333333,0.4333333333333333,0.7666666666666666,10000
B,aligned_capacity_recovery,0.2,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,resilience_index,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,1.0,resilience_index,pairwise_reversal_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.2,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,resilience_index,mean_top3_jaccard,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,resilience_index,mean_kendall_tau,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.4,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.6,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.8,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,1.0,resilience_index,mean_spearman_rho,1.0,1.0,1.0,10000
B,aligned_capacity_recovery,0.2,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.4,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.6,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
B,aligned_capacity_recovery,0.8,functionality_day_30,top1_change_rate,0.0,0.0,0.0,10000
